# file: Allele_status.txt
# date: 2022-12-12
# version: IPD-KIR 2.12.0
# origin: https://github.com/ANHIG/IPDKIR/Allele_status.txt
# repository: https://raw.githubusercontent.com/ANHIG/IPDKIR/Latest/Allele_status.txt
# author: Steven G. E. Marsh (steven.marsh@ucl.ac.uk)
Allele,Cells,Groups,Confirmed,Start,End,Partial,Type
KIR2DS5*0020128,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS5*0020129,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS5*0020130,2,1,Confirmed,1,915,Full,gDNA
KIR2DS5*0020131,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS5*0020132,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS5*0020133,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS5*00202,1,1,Unconfirmed,35,887,Partial,cDNA
KIR2DS5*00203,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS5*00204,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS5*0020501,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS5*0020502,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS5*0020503,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS5*00206,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS5*0020701,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS5*0020702,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS5*003,2,2,Confirmed,17,915,Partial,cDNA
KIR2DS5*004,2,2,Confirmed,1,915,Full,cDNA
KIR2DS5*00501,2,2,Confirmed,1,915,Full,cDNA
KIR2DS5*00502,2,2,Confirmed,1,915,Full,gDNA
KIR2DS5*0060101,2,2,Confirmed,1,915,Full,gDNA
KIR2DS5*0060102,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS5*0070101,3,3,Confirmed,1,915,Full,gDNA
KIR2DS5*0070102,2,1,Confirmed,1,915,Full,gDNA
KIR2DS5*00801,1,1,Unconfirmed,35,887,Partial,cDNA
KIR2DS5*00802,1,1,Unconfirmed,35,887,Partial,cDNA
KIR2DS5*009,2,2,Confirmed,35,915,Partial,cDNA
KIR2DS5*010,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS5*011,1,1,Unconfirmed,1,915,Full,cDNA
KIR2DS5*01201,1,1,Unconfirmed,1,915,Full,cDNA
KIR2DS5*01202,1,1,Unconfirmed,1,915,Full,cDNA
KIR2DS5*013,1,1,Unconfirmed,1,915,Full,cDNA
KIR2DS5*014,1,1,Unconfirmed,1,915,Full,cDNA
KIR2DS5*015,1,1,Unconfirmed,1,915,Full,cDNA
KIR2DS5*016,1,1,Unconfirmed,1,915,Full,cDNA
KIR2DS5*017,1,1,Unconfirmed,1,915,Full,cDNA
KIR2DS5*018,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS5*019,2,1,Confirmed,1,915,Full,gDNA
KIR2DS5*020,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS5*0210101,2,1,Confirmed,1,915,Full,gDNA
KIR2DS5*0210102,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS5*022,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS5*0230101,2,1,Confirmed,1,915,Full,gDNA
KIR2DS5*0230102,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS5*024,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS5*0250101,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS5*0250102,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS5*026,2,1,Confirmed,1,915,Full,gDNA
KIR2DS5*0270101,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS5*0270102,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS5*028,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS5*029,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS5*030,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS5*031,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS5*032,2,1,Confirmed,1,915,Full,gDNA
KIR2DS5*033,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS5*034,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS5*035,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS5*036,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS5*037,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS5*038,1,1,Unconfirmed,1,915,Full,cDNA
KIR3DL1*0010101,6,6,Confirmed,1,1335,Full,gDNA
KIR3DL1*0010102,1,1,Unconfirmed,1,1335,Full,gDNA
KIR3DL1*0010103,1,1,Unconfirmed,1,1335,Full,gDNA
KIR3DL1*0010104,1,1,Unconfirmed,1,1335,Full,gDNA
KIR3DL1*0010105,1,1,Unconfirmed,1,1335,Full,gDNA
KIR3DL1*0010106,1,1,Unconfirmed,1,1335,Full,gDNA
KIR3DL1*0010107,1,1,Unconfirmed,1,1335,Full,gDNA
KIR3DL1*0010108,1,1,Unconfirmed,1,1335,Full,gDNA
KIR3DL1*0010109,1,1,Unconfirmed,1,1335,Full,gDNA
KIR3DL1*0010110,1,1,Unconfirmed,1,1335,Full,gDNA
KIR3DL1*0010111,1,1,Unconfirmed,1,1335,Full,gDNA
KIR3DL1*00102,1,1,Unconfirmed,82,1335,Partial,cDNA
KIR3DL1*00103,1,1,Unconfirmed,1,1335,Full,cDNA
KIR3DL1*00104,1,1,Unconfirmed,1,1335,Full,cDNA
KIR3DL1*00105,1,1,Unconfirmed,1,1335,Full,cDNA
KIR3DL1*0020101,5,5,Confirmed,1,1335,Full,gDNA
KIR3DL1*0020102,1,1,Unconfirmed,1,1335,Full,gDNA
KIR3DL1*0020103,1,1,Unconfirmed,1,1335,Full,gDNA
KIR3DL1*0020104,1,1,Unconfirmed,1,1335,Full,gDNA
KIR3DL1*0020105,1,1,Unconfirmed,1,1335,Full,gDNA
KIR3DL1*0040101,5,4,Confirmed,1,1335,Full,gDNA
KIR3DL1*0040102,1,1,Unconfirmed,1,1335,Full,gDNA
KIR3DL1*0040103,1,1,Unconfirmed,1,1335,Full,gDNA
KIR3DL1*0040104,1,1,Unconfirmed,1,1335,Full,gDNA
KIR3DL1*0040105,1,1,Unconfirmed,1,1335,Full,gDNA
KIR3DL1*0040106,1,1,Unconfirmed,1,1335,Full,gDNA
KIR3DL1*0040107,1,1,Unconfirmed,1,1335,Full,gDNA
KIR3DL1*0040108,1,1,Unconfirmed,1,1335,Full,gDNA
KIR3DL1*0040109,1,1,Unconfirmed,1,1335,Full,gDNA
KIR3DL1*00402,4,3,Confirmed,1,1335,Full,gDNA
KIR3DL1*00403,1,1,Unconfirmed,1,1302,Partial,cDNA
KIR3DL1*00404,1,1,Unconfirmed,1,1335,Full,cDNA
KIR3DL1*0050101,4,3,Confirmed,1,1335,Full,gDNA
KIR3DL1*0050102,2,1,Confirmed,1,1335,Full,gDNA
KIR3DL1*0050103,1,1,Unconfirmed,1,1335,Full,gDNA
KIR3DL1*0050104,1,1,Unconfirmed,1,1335,Full,gDNA
KIR3DL1*0050105,1,1,Unconfirmed,1,1335,Full,gDNA
KIR3DL1*0050106,1,1,Unconfirmed,1,1335,Full,gDNA
KIR3DL1*0050107,1,1,Unconfirmed,1,1335,Full,gDNA
KIR3DL1*0050108,1,1,Unconfirmed,1,1335,Full,gDNA
KIR3DL1*0050109,1,1,Unconfirmed,1,1335,Full,gDNA
KIR3DL1*0050110,1,1,Unconfirmed,1,1335,Full,gDNA
KIR3DL1*0050111,1,1,Unconfirmed,1,1335,Full,gDNA
KIR3DL1*00502,1,1,Unconfirmed,1,1335,Full,cDNA
KIR3DL1*00503,1,1,Unconfirmed,1,1335,Full,cDNA
KIR3DL1*00504,1,1,Unconfirmed,1,1335,Full,cDNA
KIR3DL1*00505,1,1,Unconfirmed,1,1335,Full,cDNA
KIR3DL1*006,2,1,Confirmed,1,1335,Full,cDNA
KIR3DL1*0070101,5,3,Confirmed,1,1335,Full,gDNA
KIR3DL1*0070102,1,1,Unconfirmed,1,1335,Full,gDNA
KIR3DL1*0070103,1,1,Unconfirmed,1,1335,Full,gDNA
KIR3DL1*0070104,1,1,Unconfirmed,1,1335,Full,gDNA
KIR3DL1*0070105,1,1,Unconfirmed,1,1335,Full,gDNA
KIR3DL1*0070106,1,1,Unconfirmed,1,1335,Full,gDNA
KIR3DL1*00702,1,1,Unconfirmed,1,1335,Full,cDNA
KIR3DL1*00703,1,1,Unconfirmed,1,1335,Full,cDNA
KIR3DL1*0080101,4,3,Confirmed,1,1335,Full,gDNA
KIR3DL1*0080102,1,1,Unconfirmed,1,1335,Full,gDNA
KIR3DL1*0090101,5,3,Confirmed,1,1335,Full,gDNA
KIR3DL1*0090102,1,1,Unconfirmed,1,1335,Full,gDNA
KIR3DL1*0090103,1,1,Unconfirmed,1,1335,Full,gDNA
KIR3DL1*0090104,1,1,Unconfirmed,1,1335,Full,gDNA
KIR3DL1*0150101,6,4,Confirmed,1,1335,Full,gDNA
KIR3DL1*0150102,1,1,Unconfirmed,1,1335,Full,gDNA
KIR3DL1*0150103,1,1,Unconfirmed,1,1335,Full,gDNA
KIR3DL1*0150201,6,3,Confirmed,1,1335,Full,gDNA
KIR3DL1*0150202,1,1,Unconfirmed,1,1335,Full,gDNA
KIR3DL1*0150203,2,2,Confirmed,1,1335,Full,gDNA
KIR3DL1*0150204,1,1,Unconfirmed,1,1335,Full,gDNA
KIR3DL1*0150205,1,1,Unconfirmed,1,1335,Full,gDNA
KIR3DL1*0150206,1,1,Unconfirmed,1,1335,Full,gDNA
KIR3DL1*0150207,1,1,Unconfirmed,1,1335,Full,gDNA
KIR3DL1*0150208,1,1,Unconfirmed,1,1335,Full,gDNA
KIR3DL1*0150209,1,1,Unconfirmed,1,1335,Full,gDNA
KIR3DL1*0150210,1,1,Unconfirmed,1,1335,Full,gDNA
KIR3DL1*0150211,1,1,Unconfirmed,1,1335,Full,gDNA
KIR3DL1*0150212,1,1,Unconfirmed,1,1335,Full,gDNA
KIR3DL1*0150213,1,1,Unconfirmed,1,1335,Full,gDNA
KIR3DL1*0150214,1,1,Unconfirmed,1,1335,Full,gDNA
KIR3DL1*0150215,1,1,Unconfirmed,1,1335,Full,gDNA
KIR3DL1*0150216,1,1,Unconfirmed,1,1335,Full,gDNA
KIR3DL1*0150217,1,1,Unconfirmed,1,1335,Full,gDNA
KIR3DL1*0150218,1,1,Unconfirmed,1,1335,Full,gDNA
KIR3DL1*01503,1,1,Unconfirmed,1,1335,Full,cDNA
KIR3DL1*01504,1,1,Unconfirmed,1,1335,Full,cDNA
KIR3DL1*01505,1,1,Unconfirmed,1,1335,Full,cDNA
KIR3DL1*01506,1,1,Unconfirmed,1,1335,Full,cDNA
KIR3DL1*01507,1,1,Unconfirmed,1,1335,Full,cDNA
KIR3DL1*01508,1,1,Unconfirmed,1,1335,Full,cDNA
KIR3DL1*016,2,2,Confirmed,1,1335,Full,cDNA
KIR3DL1*01701,4,3,Confirmed,1,1335,Full,gDNA
KIR3DL1*01702,1,1,Unconfirmed,1,1265,Partial,cDNA
KIR3DL1*018,1,1,Unconfirmed,1,1260,Partial,cDNA
KIR3DL1*019,4,4,Confirmed,1,1335,Full,gDNA
KIR3DL1*0200101,3,3,Confirmed,1,1335,Full,gDNA
KIR3DL1*0200102,1,1,Unconfirmed,1,1335,Full,gDNA
KIR3DL1*0200103,1,1,Unconfirmed,1,1335,Full,gDNA
KIR3DL1*021,1,1,Unconfirmed,1,1335,Full,cDNA
KIR3DL1*022,4,3,Confirmed,1,1335,Full,gDNA
KIR3DL1*023,2,2,Confirmed,1,1335,Full,cDNA
KIR3DL1*024N,1,1,Unconfirmed,1,1334,Full,cDNA
KIR3DL1*0250101,3,3,Confirmed,1,1335,Full,gDNA
KIR3DL1*0250102,1,1,Unconfirmed,1,1335,Full,gDNA
KIR3DL1*0250103,1,1,Unconfirmed,1,1335,Full,gDNA
KIR3DL1*026,1,1,Unconfirmed,1,1335,Full,cDNA
KIR3DL1*02701,1,1,Unconfirmed,1,1335,Full,cDNA
KIR3DL1*02702,1,1,Unconfirmed,1,1335,Full,cDNA
KIR3DL1*028,3,2,Confirmed,1,1335,Full,cDNA
KIR3DL1*0290101,4,3,Confirmed,1,1335,Full,gDNA
KIR3DL1*0290102,1,1,Unconfirmed,1,1335,Full,gDNA
KIR3DL1*030,1,1,Unconfirmed,1,1335,Full,cDNA
KIR3DL1*0310101,3,3,Confirmed,1,1335,Full,gDNA
KIR3DL1*0310102,1,1,Unconfirmed,1,1335,Full,gDNA
KIR3DL1*03102,1,1,Unconfirmed,1,1335,Full,cDNA
KIR3DL1*032,1,1,Unconfirmed,1,1335,Full,cDNA
KIR3DL1*033,4,3,Confirmed,1,1335,Full,cDNA
KIR3DL1*034,1,1,Unconfirmed,1,1335,Full,cDNA
KIR3DL1*03501,3,2,Confirmed,1,1335,Full,cDNA
KIR3DL1*03502,1,1,Unconfirmed,1,1335,Full,cDNA
KIR3DL1*036,1,1,Unconfirmed,1,1335,Full,cDNA
KIR3DL1*037,1,1,Unconfirmed,1,1335,Full,cDNA
KIR3DL1*038,1,1,Unconfirmed,1,1335,Full,cDNA
KIR3DL1*039,1,1,Unconfirmed,1,1335,Full,cDNA
KIR3DL1*040,1,1,Unconfirmed,1,1335,Full,cDNA
KIR3DL1*041,2,2,Confirmed,1,1335,Full,cDNA
KIR3DL1*042,1,1,Unconfirmed,1,1335,Full,cDNA
KIR3DL1*043,1,1,Unconfirmed,1,1335,Full,cDNA
KIR3DL1*044,1,1,Unconfirmed,1,1335,Full,cDNA
KIR3DL1*051,2,1,Confirmed,1,1335,Full,cDNA
KIR3DL1*052,2,2,Confirmed,1,1335,Full,cDNA
KIR3DL1*053,3,2,Confirmed,1,1335,Full,gDNA
KIR3DL1*054,1,1,Unconfirmed,1,1335,Full,cDNA
KIR3DL1*056,1,1,Unconfirmed,1,1335,Full,cDNA
KIR3DL1*057,1,1,Unconfirmed,1,1000,Partial,cDNA
KIR3DL1*05901,3,2,Confirmed,1,1368,Full,gDNA
KIR3DL1*05902,1,1,Unconfirmed,1,1368,Full,cDNA
KIR3DL1*060,1,1,Unconfirmed,1,1368,Full,cDNA
KIR3DL1*061,1,1,Unconfirmed,1,1368,Full,cDNA
KIR3DL1*062,3,3,Confirmed,1,1335,Full,gDNA
KIR3DL1*063,1,1,Unconfirmed,1,1335,Full,gDNA
KIR3DL1*064,1,1,Unconfirmed,1,1302,Partial,cDNA
KIR3DL1*065,1,1,Unconfirmed,1,1361,Partial,cDNA
KIR3DL1*066,1,1,Unconfirmed,1,1335,Full,cDNA
KIR3DL1*067,1,1,Unconfirmed,1,1335,Full,cDNA
KIR3DL1*068,1,1,Unconfirmed,1,1335,Full,cDNA
KIR3DL1*069,1,1,Unconfirmed,1,1335,Full,cDNA
KIR3DL1*070,2,2,Confirmed,1,1335,Full,cDNA
KIR3DL1*071,2,2,Confirmed,1,1335,Full,cDNA
KIR3DL1*072,2,2,Confirmed,1,1335,Full,cDNA
KIR3DL1*073,1,1,Unconfirmed,1,1302,Partial,cDNA
KIR3DL1*074,1,1,Unconfirmed,1,1335,Full,cDNA
KIR3DL1*075,1,1,Unconfirmed,1,1335,Full,cDNA
KIR3DL1*076,1,1,Unconfirmed,1,1335,Full,cDNA
KIR3DL1*077,2,2,Confirmed,1,1335,Full,gDNA
KIR3DL1*079,1,1,Unconfirmed,1,1335,Full,cDNA
KIR3DL1*080,1,1,Unconfirmed,1,1335,Full,cDNA
KIR3DL1*081N,1,1,Unconfirmed,1,1333,Full,cDNA
KIR3DL1*086,1,1,Unconfirmed,1,1335,Full,cDNA
KIR3DL1*087,1,1,Unconfirmed,1,1335,Full,gDNA
KIR3DL1*088,1,1,Unconfirmed,1,1335,Full,cDNA
KIR3DL1*089,1,1,Unconfirmed,1,1335,Full,cDNA
KIR3DL1*090,1,1,Unconfirmed,1,1335,Full,cDNA
KIR3DL1*091,1,1,Unconfirmed,1,1335,Full,cDNA
KIR3DL1*092,1,1,Unconfirmed,1,1335,Full,cDNA
KIR3DL1*093,1,1,Unconfirmed,1,1335,Full,cDNA
KIR3DL1*094N,1,1,Unconfirmed,1,1335,Full,cDNA
KIR3DL1*095,1,1,Unconfirmed,1,1335,Full,cDNA
KIR3DL1*096,1,1,Unconfirmed,1,1335,Full,cDNA
KIR3DL1*097,3,2,Confirmed,1,1335,Full,cDNA
KIR3DL1*098,1,1,Unconfirmed,1,1368,Full,cDNA
KIR3DL1*099,1,1,Unconfirmed,1,1335,Full,cDNA
KIR3DL1*100,1,1,Unconfirmed,1,1335,Full,cDNA
KIR3DL1*101,1,1,Unconfirmed,1,1335,Full,cDNA
KIR3DL1*102,1,1,Unconfirmed,1,1335,Full,cDNA
KIR3DL1*103,1,1,Unconfirmed,1,1335,Full,cDNA
KIR3DL1*109,1,1,Unconfirmed,1,1335,Full,cDNA
KIR3DL1*110,1,1,Unconfirmed,1,1335,Full,cDNA
KIR3DL1*111,1,1,Unconfirmed,1,1335,Full,cDNA
KIR3DL1*112,1,1,Unconfirmed,1,1335,Full,gDNA
KIR3DL1*113,1,1,Unconfirmed,1,1335,Full,cDNA
KIR3DL1*114,1,1,Unconfirmed,1,1335,Full,cDNA
KIR3DL1*115,1,1,Unconfirmed,1,1335,Full,cDNA
KIR3DL1*116,1,1,Unconfirmed,1,1335,Full,cDNA
KIR3DL1*117,1,1,Unconfirmed,1,1335,Full,cDNA
KIR3DL1*118,1,1,Unconfirmed,1,1335,Full,cDNA
KIR3DL1*1190101,1,1,Unconfirmed,1,1335,Full,gDNA
KIR3DL1*1190102,1,1,Unconfirmed,1,1335,Full,gDNA
KIR3DL1*120,1,1,Unconfirmed,1,1335,Full,cDNA
KIR3DL1*121,1,1,Unconfirmed,1,1335,Full,cDNA
KIR3DL2*0010101,10,3,Confirmed,1,1368,Full,gDNA
KIR3DL2*0010102,1,1,Unconfirmed,1,1368,Full,gDNA
KIR3DL2*00102,1,1,Unconfirmed,71,1368,Partial,cDNA
KIR3DL2*0010301,3,3,Confirmed,1,1368,Full,gDNA
KIR3DL2*0010302,1,1,Unconfirmed,1,1368,Full,gDNA
KIR3DL2*00104,1,1,Unconfirmed,1,1368,Full,cDNA
KIR3DL2*00105,2,1,Confirmed,1,1368,Full,cDNA
KIR3DL2*00106,1,1,Unconfirmed,1,1368,Full,cDNA
KIR3DL2*00107,1,1,Unconfirmed,1,1368,Full,cDNA
KIR3DL2*00109,1,1,Unconfirmed,1,1368,Full,cDNA
KIR3DL2*0020101,8,5,Confirmed,1,1368,Full,gDNA
KIR3DL2*0020102,1,1,Unconfirmed,1,1368,Full,gDNA
KIR3DL2*0020103,1,1,Unconfirmed,1,1368,Full,gDNA
KIR3DL2*0020104,1,1,Unconfirmed,1,1368,Full,gDNA
KIR3DL2*0020105,1,1,Unconfirmed,1,1368,Full,gDNA
KIR3DL2*0020106,1,1,Unconfirmed,1,1368,Full,gDNA
KIR3DL2*00202,1,1,Unconfirmed,1,1368,Full,gDNA
KIR3DL2*00203,1,1,Unconfirmed,1,1368,Full,cDNA
KIR3DL2*00204,1,1,Unconfirmed,1,1368,Full,cDNA
KIR3DL2*00301,2,2,Confirmed,1,1368,Full,cDNA
KIR3DL2*00302,2,2,Confirmed,1,1368,Full,cDNA
KIR3DL2*00303,1,1,Unconfirmed,1,1368,Full,cDNA
KIR3DL2*00304,1,1,Unconfirmed,1,1368,Full,cDNA
KIR3DL2*004,1,1,Unconfirmed,1,1368,Full,cDNA
KIR3DL2*00501,3,3,Confirmed,1,1368,Full,gDNA
KIR3DL2*00502,2,2,Confirmed,1,1368,Full,cDNA
KIR3DL2*00601,2,2,Confirmed,1,1368,Full,cDNA
KIR3DL2*00602,1,1,Unconfirmed,1,1368,Full,cDNA
KIR3DL2*0070101,4,3,Confirmed,1,1368,Full,gDNA
KIR3DL2*0070102,3,2,Confirmed,1,1368,Full,gDNA
KIR3DL2*0070103,2,1,Confirmed,1,1368,Full,gDNA
KIR3DL2*00702,2,2,Confirmed,1,1368,Full,cDNA
KIR3DL2*00703,1,1,Unconfirmed,1,1368,Full,cDNA
KIR3DL2*00704,1,1,Unconfirmed,1,1368,Full,cDNA
KIR3DL2*00705,1,1,Unconfirmed,1,1368,Full,cDNA
KIR3DL2*00706,2,2,Confirmed,1,1368,Full,cDNA
KIR3DL2*00707,2,2,Confirmed,1,1368,Full,cDNA
KIR3DL2*00708,1,1,Unconfirmed,1,1368,Full,cDNA
KIR3DL2*00709,1,1,Unconfirmed,1,1368,Full,cDNA
KIR3DL2*00710,1,1,Unconfirmed,1,1368,Full,cDNA
KIR3DL2*00711,1,1,Unconfirmed,1,1368,Full,cDNA
KIR3DL2*00801,2,2,Confirmed,1,1368,Full,gDNA
KIR3DL2*00802,1,1,Unconfirmed,1,1368,Full,cDNA
KIR3DL2*00901,2,2,Confirmed,1,1368,Full,gDNA
KIR3DL2*00902,2,2,Confirmed,1,1368,Full,cDNA
KIR3DL2*00903,1,1,Unconfirmed,1,1368,Full,gDNA
KIR3DL2*01001,3,3,Confirmed,1,1368,Full,gDNA
KIR3DL2*01002,1,1,Unconfirmed,1,1368,Full,cDNA
KIR3DL2*01003,1,1,Unconfirmed,1,1368,Full,cDNA
KIR3DL2*01004,2,1,Confirmed,1,1368,Full,cDNA
KIR3DL2*01101,1,1,Unconfirmed,70,1368,Partial,cDNA
KIR3DL2*01102,1,1,Unconfirmed,1,1368,Full,cDNA
KIR3DL2*01103,1,1,Unconfirmed,1,1368,Full,cDNA
KIR3DL2*012,1,1,Unconfirmed,70,1368,Partial,cDNA
KIR3DL2*01301,2,2,Confirmed,1,1368,Full,cDNA
KIR3DL2*01302,1,1,Unconfirmed,1,1368,Full,cDNA
KIR3DL2*01303,1,1,Unconfirmed,1,1368,Full,cDNA
KIR3DL2*014,1,1,Unconfirmed,31,1368,Partial,cDNA
KIR3DL2*015,2,2,Confirmed,1,1368,Full,cDNA
KIR3DL2*016,2,2,Confirmed,1,1368,Full,cDNA
KIR3DL2*017,1,1,Unconfirmed,35,1361,Partial,cDNA
KIR3DL2*018,2,2,Confirmed,1,1368,Full,gDNA
KIR3DL2*01901,5,2,Confirmed,1,1368,Full,cDNA
KIR3DL2*01902,1,1,Unconfirmed,1,1368,Full,cDNA
KIR3DL2*020,1,1,Unconfirmed,35,1361,Partial,cDNA
KIR3DL2*021,3,2,Confirmed,1,1368,Full,cDNA
KIR3DL2*022,1,1,Unconfirmed,1,1368,Full,cDNA
KIR3DL2*023,3,3,Confirmed,1,1368,Full,gDNA
KIR3DL2*024,1,1,Unconfirmed,71,1368,Partial,cDNA
KIR3DL2*025,2,2,Confirmed,1,1368,Full,cDNA
KIR3DL2*026,1,1,Unconfirmed,71,1368,Partial,cDNA
KIR3DL2*027,1,1,Unconfirmed,71,1368,Partial,cDNA
KIR3DL2*028,2,2,Confirmed,1,1368,Full,cDNA
KIR3DL2*029,2,2,Confirmed,1,1368,Full,cDNA
KIR3DL2*030,1,1,Unconfirmed,71,1368,Partial,cDNA
KIR3DL2*031,1,1,Unconfirmed,71,1368,Partial,cDNA
KIR3DL2*032,2,2,Confirmed,1,1368,Full,cDNA
KIR3DL2*033,2,2,Confirmed,1,1368,Full,cDNA
KIR3DL2*034,2,2,Confirmed,1,1368,Full,cDNA
KIR3DL2*035,1,1,Unconfirmed,71,1368,Partial,cDNA
KIR3DL2*036,1,1,Unconfirmed,71,1368,Partial,cDNA
KIR3DL2*037,1,1,Unconfirmed,71,1368,Partial,cDNA
KIR3DL2*038,1,1,Unconfirmed,71,1368,Partial,cDNA
KIR3DL2*039,1,1,Unconfirmed,71,1368,Partial,cDNA
KIR3DL2*040,2,2,Confirmed,1,1368,Full,cDNA
KIR3DL2*041,2,2,Confirmed,1,1368,Full,cDNA
KIR3DL2*042N,1,1,Unconfirmed,1,1368,Full,cDNA
KIR3DL2*04301,1,1,Unconfirmed,1,1368,Full,cDNA
KIR3DL2*04302,1,1,Unconfirmed,1,1368,Full,cDNA
KIR3DL2*044,1,1,Unconfirmed,1,1368,Full,cDNA
KIR3DL2*045,1,1,Unconfirmed,1,1368,Full,cDNA
KIR3DL2*046,1,1,Unconfirmed,1,1368,Full,cDNA
KIR3DL2*047,1,1,Unconfirmed,1,1368,Full,cDNA
KIR3DL2*048,1,1,Unconfirmed,1,1368,Full,cDNA
KIR3DL2*049,1,1,Unconfirmed,70,1368,Partial,cDNA
KIR3DL2*050,1,1,Unconfirmed,70,1368,Partial,cDNA
KIR3DL2*051,1,1,Unconfirmed,70,1368,Partial,cDNA
KIR3DL2*052,1,1,Unconfirmed,70,1368,Partial,cDNA
KIR3DL2*053,1,1,Unconfirmed,70,1368,Partial,cDNA
KIR3DL2*054,1,1,Unconfirmed,70,1368,Partial,cDNA
KIR3DL2*055,1,1,Unconfirmed,70,1368,Partial,cDNA
KIR3DL2*056,1,1,Unconfirmed,1,1368,Full,gDNA
KIR3DL2*057,1,1,Unconfirmed,1,1368,Full,cDNA
KIR3DL2*058,1,1,Unconfirmed,1,1368,Full,cDNA
KIR3DL2*059,1,1,Unconfirmed,1,1368,Full,cDNA
KIR3DL2*06001,1,1,Unconfirmed,1,1368,Full,cDNA
KIR3DL2*06002,1,1,Unconfirmed,1,1368,Full,cDNA
KIR3DL2*061,1,1,Unconfirmed,1,1368,Full,cDNA
KIR3DL2*06201,1,1,Unconfirmed,1,1368,Full,cDNA
KIR3DL2*06202,1,1,Unconfirmed,1,1368,Full,cDNA
KIR3DL2*063,1,1,Unconfirmed,1,1368,Full,cDNA
KIR3DL2*064,1,1,Unconfirmed,1,1368,Full,cDNA
KIR3DL2*065,1,1,Unconfirmed,1,1368,Full,cDNA
KIR3DL2*066,1,1,Unconfirmed,1,1368,Full,cDNA
KIR3DL2*067,1,1,Unconfirmed,1,1368,Full,cDNA
KIR3DL2*068,1,1,Unconfirmed,1,1368,Full,cDNA
KIR3DL2*069,1,1,Unconfirmed,1,1368,Full,cDNA
KIR3DL2*070,1,1,Unconfirmed,1,1368,Full,cDNA
KIR3DL2*071,1,1,Unconfirmed,1,1368,Full,cDNA
KIR3DL2*072,1,1,Unconfirmed,1,1368,Full,cDNA
KIR3DL2*073,1,1,Unconfirmed,1,1368,Full,cDNA
KIR3DL2*074,1,1,Unconfirmed,1,1368,Full,cDNA
KIR3DL2*075,1,1,Unconfirmed,1,1368,Full,cDNA
KIR3DL2*076,1,1,Unconfirmed,1,1368,Full,cDNA
KIR3DL2*077,1,1,Unconfirmed,1,1368,Full,cDNA
KIR3DL2*078,1,1,Unconfirmed,1,1368,Full,cDNA
KIR3DL2*07901,1,1,Unconfirmed,1,1368,Full,cDNA
KIR3DL2*07902,1,1,Unconfirmed,1,1368,Full,cDNA
KIR3DL2*080,1,1,Unconfirmed,1,1368,Full,cDNA
KIR3DL2*081,1,1,Unconfirmed,1,1368,Full,cDNA
KIR3DL2*082,1,1,Unconfirmed,1,1368,Full,cDNA
KIR3DL2*083,2,2,Confirmed,1,1368,Full,cDNA
KIR3DL2*084,2,2,Confirmed,1,1368,Full,cDNA
KIR3DL2*085,1,1,Unconfirmed,1,1368,Full,cDNA
KIR3DL2*086,1,1,Unconfirmed,1,1368,Full,cDNA
KIR3DL2*087,1,1,Unconfirmed,1,1368,Full,cDNA
KIR3DL2*088,2,1,Confirmed,1,1368,Full,cDNA
KIR3DL2*089,1,1,Unconfirmed,1,1368,Full,cDNA
KIR3DL2*090,1,1,Unconfirmed,1,1368,Full,cDNA
KIR3DL2*091,2,2,Confirmed,1,1368,Full,cDNA
KIR3DL2*092,1,1,Unconfirmed,1,1368,Full,cDNA
KIR3DL2*093,2,2,Confirmed,1,1368,Full,cDNA
